,날짜,리뷰,평점
377,2020.06.03 18:22,"광명롯시] 관람객 평점이 좋아서 나름 기대 가지고 봤다. 실화라면 정말 대단하긴 한데, 탈옥 영화로서 특유의 긴장감과 기교는 기대 이하였다. 70년대 말 실화를 바탕으로 해서였을까 생각보다 쉽고 구식 느낌이었다. 기대했던 과거 전설적 미드 &#39;프리즌 브레이크&#39;의 그 느낌은 아니었다. ",6
378,2020.06.03 15:48,두드려라. 그럼 열릴 것이다.,8
379,2020.06.03 14:03,밤에 혼자 볼때는 필히 이어폰으로 들을것... 숨소리가 아주 뭐;;; 대단해@@;,8
380,2020.06.02 22:49,내가 감옥탈출하는거 마냥 집중해서 봤더니 보고나니까 너무 피곤했네요 느낌상30분만에 다본줄 알정도로 시간도 빨리갔어요 지금영화볼꺼없는데 이영화는 추천이에요,9
381,2020.06.02 19:55,"시작 부터 끝날 때까지 손에서 땀이 줄줄..심장 쫄려서 진짜 못보겠어요;; 원래 쫄리는 영화도 곧 잘 봤는데 그 중 단연 최고네요!! 강추합니다. 실화를 바탕으로 만들어진 영화라 더 의미있고, 인종 차별 등 많은 부분에 대해서 생각을 하게 되었고, 인생에 기억날 만큼 값진 영화라고 생각합니다. ",10
382,2020.06.02 18:08,,10
383,2020.06.02 17:10,짱짱 재밌어요 ㅎ,10
384,2020.06.02 16:49,영화 끝나고 나오는데 다리가 부들부들 떨리드라 긴장하고 봐서 몰입을 너무 했나... 보는 내내 내가 정신병걸릴 거 같았음,8
385,2020.06.02 16:14,"나무로 열쇠를 만들다니 ..그것도 수십개를,,눈으로만 보고,,,,그리고 이게 실화라니....ㅎ",8
386,2020.06.02 12:33,보고 나왓는데 열쇠 구멍만 보게된다.... 스토리가 없었으면 재미없을 수도있지만 스토리가 있는 영화여서 재미있게 흥미롭게 긴장감을 갖고 볼 수 있었다 실화가 바탕이니 대단하다,9
387,2020.06.02 10:52,보는 내내 긴장되서 손에 땀을 쥐고 봤습니다 ! 오랜만에 재미있는 영화였습니다 ㅎㅎ,9
388,2020.06.02 04:32,"억울한 누명으로 투옥된 사람들의 성공률 0%를 극복하고 탈옥하는 이야기를 그린 모험, 스릴러영화다. 1970년대 인종차별정책인 아파르트헤이트에 반대하다 투옥된 팀 젠킨의 실화를 바탕으로 만든 영화다. 당시만 하더라도 영화의 배경이 되는 남아프리카공화국은 극단적인 인종차별정책을 시행함으로써 압제와 불평등에 대한 반아파르트헤이트 운동이 사회 곳곳에서 번져가고 있었다. 이들을 정치범으로 몰아 감옥에 가두면서 말도 안되는 형량을 구형한다. 탈옥영화는 크게 두분류로 최첨단 디지털기법을 동원하여 탈출하는 방법과 땅굴을 파는 방법등과 같은 아날로그식 방법이 있다. 이영화가 실화를 기반으로 만든 영화라서 그런지 모르겠으나 스릴감은 떨어지나 15개 문을 열쇠로 만들어 따고 나가는 장면은 높은 상상력을 발휘하게 만든다. 넬슨 만델라와 함께 반 아파르트헤이트 운동을 하다 22년형을 받고 교도소에 수감중인 데니스 골드버그(이안 하트)가 탈출에 기여하는 장면이 인상에 남는다. 인간의 자유에 대한 의지가 얼마나 위대한지를 보여주는 영화다. 민주주의는 자유와 평등에 기반한다. 그것을 억압하는 사회는 이미 감옥과 같다. 평점 9점을 남겨본다. ",9
389,2020.06.02 02:32,탈옥 영화 중에 최고...심장이 쫄깃 쫄깃 합니다,10
390,2020.06.02 01:24,계속 지루하다 마지막 10분이 열일하다,6
391,2020.06.01 21:38,보는내내 가슴 졸임숨막혀 죽는줄;;;,8
392,2020.06.01 20:44,껌과 막대기하나로 심장공격 참신했다.,8
393,2020.06.01 19:42,오랜만에 보는 탈옥 스릴러였음. 큰 기대 안하고 다니엘 래드클리프 나온다고 해서 예고편 보고 마음에 들길래 본건데 생각보다 재밌었습니다. B급 영화인척하는 A급 영화,9
394,2020.06.01 16:32,실화라는게 너무 놀랍다. 인종차별금지,10
395,2020.06.01 14:42,긴장감이 장난 아니네.,8
396,2020.06.01 11:33,긴장감 넘침볼만 합니다,10
397,2020.06.01 11:06,"치열한 두뇌 싸움이나 기발한 탈출 방법이 있을 줄 알았으나 열쇠 복제라는 한 가지 방법만으로 탈출한다. 아무래도 실화가 기반이라 어쩔 수 없는 부분인 것 같다. 내용은 단순하지만, 긴장감을 잘 유지해 준 덕분에 재밌...",8
398,2020.06.01 10:25,,10
399,2020.06.01 10:01,다소 지루할 수도 있는 이야기를 끝까지 박진감 넘치게 잘 풀어냈다,9
400,2020.05.31 18:09,신선하고 개운한 영화 잘 봤습니다~~간만에 바깥공기의 소중함을 일깨워준 영화,10
401,2020.05.31 15:49,다니엘 레드클리프가 일케 연기 잘하는줄은 몰랐다. 해리포터로만 알고 있었는데 연기력이 완전..! 스토리나 연출도 좋았다. 실화 바탕인것도 놀라웠고.,10
402,2020.05.31 15:04,인종차별철퇴를 위해 싸우다 정치범으로 수용된 죄수들 간의 갈등은 그려냈지만 누구도 악역으로 만들지 않고 의인으로 남겨주어 좋았어요 영화도 간쫄리고 재밌었고 아픈 역사적 사실또한 알게 되어 유익했습니다! 추천~,10
403,2020.05.31 11:26,긴장감 적당히있고 실화라 꿀잼,10
404,2020.05.31 01:55,첨부터 끝까지 몽땅 쫄려서 궁뎅이를 옴싹꿈틀거렸던 영화는 처음!!,10
405,2020.05.31 00:59,적당히 긴장되고 인종차별 내용도 다뤄서 좋았습니다,10
406,2020.05.31 00:12,완전 재밌습니다.주인공과 하나가 되어 같이 가픈 숨을 쉬고진땀 흘리며 봤습니다.몰입력 짱입니다.실화임에 더 큰 감동을 받았습니다.울림이 큰~좋은 영화입니다.,10
407,2020.05.30 09:25,스릴러 공포물 보는느낌 캐릭터들의 성향 사연이 잘려았고 왠지 중간중간 편집된 장면이 많은것같아 아쉬웠다 시간은 빨리감 마지막 행복해할때까지도 긴장감이유지된다,8
408,2020.05.29 13:17,,8
409,2020.05.28 23:51,실화여서 더 재미있다!,9
410,2020.05.28 13:35,주인공의 심리를 느껴보고자 노력했기에 재미있었던 영화. 몇 가지 부분에선 약간의 아쉬움이 남는다.,8
411,2020.05.28 11:04,이루고자 함에 끈기는 필수,7
412,2020.05.28 08:12,영화내내 다니엘레드클리프밖에 안보임 죄수중 한명이 반전으로 세사람 도와주는데 누구일까요,9
413,2020.05.27 13:12,쫄깃쫄깃쫄깃 쫄깃쫄깃,9
414,2020.05.27 09:04,긴장감과 몰입감이 좋아요,9
415,2020.05.27 03:38,해리포터 어른연기보고 실망할줄알았는데재밌고 긴장감있게 잘만들었네요나도 소리날까봐 숨참게 만드는 ㅋㅋ사운드가 너무커서 다들키겠다,9
416,2020.05.26 23:33,"재밌긴한데 앞쪽은 약간 지루하고, 실화라는게 의미있는 영화입니다.",8
417,2020.05.26 17:39,실화소재 기반인걸 각인 하고있어서 몰입감은 있었지만 딱 생각했던 그림처럼 벗어나지 않고 킬링타임용으로 무난했다,7
418,2020.05.26 17:32,간만에 몰입도 높은 영화였어요 추천합니다,8
419,2020.05.25 13:30,106분동안 한순간도 긴장을 놓칠 수 없음시간순삭 추천해요,8
420,2020.05.25 09:56,잘했어 해리포터~~^^,8
421,2020.05.25 06:50,"실화라는 거에 의미가 있는 정도의 영화. 엄청 특별하다거나, 스토리가 탄탄하다거나 하는 건 아닙니다. 그냥 뭐 재미로 볼만해유",8
422,2020.05.24 17:18,이 영화는 쪼는 영화다.,8
423,2020.05.24 13:50,,7
424,2020.05.24 07:29,테넷 영화 번역가 박지훈이라는데 사실임? 위아 엔드게임나우???? 이런 번역가 아직도 쓰는게 사실임? 지금이라도 못바꾸나?,7
425,2020.05.23 14:25,"(열쇠를)끝까지 넣어야지,이 친구야",8
426,2020.05.23 06:28,,9
427,2020.05.22 19:59,재밌어요 극장갈땐 마스크쓰시고 보세요~,9
428,2020.05.21 21:36,뻔한 연출과 달리 되게 신선해 놀란 영화,7
429,2020.05.21 18:49,스릴 오짐 ㅋㅋ 심장을 쫄깃하게 만들어주네요 ㅋㅋ 근데 반전이 없어서 조금 아쉽 ㅜ,9
430,2020.05.21 08:56,긴장감 엄청나요!!,7
431,2020.05.21 08:28,시간 가는줄 모르고 봤어요 ~~~,10
432,2020.05.21 00:12,무서워서가 아니라 긴장되서 귀막아 본 스릴러의 진수,9
433,2020.05.20 22:52,아 사진 세운다는 새끼 때문에 영화 못보겠네. 포스터에도 나와있고 김경식이 이미 일요일에 그 장면  스포 직전까지 보여줬는데 딱 보자마자 아 ..ㅅㅂ 스포당해버렸네,7
434,2020.05.20 20:17,"크,,,,프리즌 브레이크 땡기는 영화...긴장감과 몰입감이 엄청난 연출 대단한 연출에 엄청난 스토리까지 ...더 나은미래에 살 수 있게 해주셔서 감사 ...",10
435,2020.05.20 18:29,오.. 평점 별로라서 안 볼려고 했는데.. 생각보다 긴장감있게 잘 봤네요ㅎㅎㅎ 영화관에서 안 봤었으면 후회 했을듯!!! 손에 땀을 쥐게 하네요!!!,10
436,2020.05.20 16:31,긴장감 넘치고 재밌는 영화,9
437,2020.05.20 03:41,아이들과 완전 재미있게 봤어요. 아이들이 좋아하네요^^,10
438,2020.05.19 22:01,탈옥시도할때마다 심장이 빨라지고 손발에 땀이 나서 미치는줄 알았습니다..오랜만에 영화관에서 보는 맛이 있는 영화!,10
439,2020.05.19 21:49,간만에 재미있는 외화 보네요.외화 재미없어.. 뻥쟁이들,9
440,2020.05.19 19:49,긴장감을 놓치지 않고 봤던거 같네요,10
441,2020.05.19 17:22,오랜만에 쫄깃하고 자릿한 영화를 봤습니다.실화라고 하니 몰입감이 훨씬 잘되고 재밌네요,10
442,2020.05.19 16:13,감옥탈출..흑인 인권 운동..자유.. 많은 의미가 담겨있고 재미와 배우들의 연기도 멋졌어요!!,10
443,2020.05.19 09:34,인생 최고의 영화였다.,10
444,2020.05.19 07:38,나쁘지않은 영화 긴장감은 주되 누구나 예상하듯 반전이 없어 극적인 요소가 조금 떨어지는듯 하지만 실화가에 의미가있다,8
445,2020.05.19 05:29,스토리 9할은 긴장되서 졸리지는 않음. 평범한 스토리라인. 해리포터가  연기를 잘함.,7
446,2020.05.18 22:51,여기 평정랑 후기 보고 기대안하고 갔는데생각보다 개꿀잼임 후반으로 갈수록 긴장감 ㅈ됨 오랜만에 영화 재밌게 봄 ㅇㅇ,10
447,2020.05.18 21:38,해리포터 이번엔 머글세상에서 방탈출했다고 올해 그리핀도르 동창회에서 썰 한시간 풀겠네 하..,10
448,2020.05.18 21:30,소오름.. 연기 너무 잘하는거 아냐..? 시기 부적절하게 개봉한 영화 ㅜ 흥행할 수 있었을텐데.. 실화라는게 소름,10
449,2020.05.18 21:25,ㅠㅠ 진짜 꼭 보세요 ㅠㅠ,10
450,2020.05.18 19:37,킬링타임용으로는 적절한 영화.. 뛰어나게 재밌진 않았다.,7
451,2020.05.18 19:17,보는 내내 긴장해서 봤음. 걸릴것 같은데도 안걸리는 것이 심장이 쫄깃쫄깃 했음. 실화라는게 놀랍고 덕분에 재밌게 봄.,10
452,2020.05.18 17:23,심장 터질뻔.. 스릴 넘치는 영화!!,9
453,2020.05.18 16:35,ㅋㅋㅋ방탈출은 이렇게하는 것인가?!,8
454,2020.05.18 15:25,지루한부분이없었다는점이 가장 컸고 스토리도 재미있었어요~~~,8
455,2020.05.18 12:01,사실이란점에 큰점수를주고싶지만 약간의 조미료가 필요했다.,7
456,2020.05.18 10:54,쫄깃쫄깃~ 실화라서 그런지 더욱!!!,10
457,2020.05.17 22:42,,10
458,2020.05.17 22:32,,9
459,2020.05.17 22:02,흥미진지  그 시대 남아공의 역사적 배경이 어떠 하였는지 잘 보여 주는 것 같아서 공부도 되고 인간의 기본적인 숨고 찾는 숨박꼭질의 마음 졸임이 덧 붙여져서 간절함이 그대로 전달되었음,8
460,2020.05.17 21:16,연기만으로 몰입감이 장난아니네요..많은 내용은 없던 거 같은데 가슴이 엄청 뛰네요 후우,8
461,2020.05.17 18:40,긴장감이 장난 아닌 영화였습니다. 심장이 쫄깃해지네요. 사실 탈출 영화는 쇼쌩크가 정점이라서 쇼쌩크보다 기대하긴 어렵지만 이 정도면 훌륭하다고 봅니다. ㅎㅎㅎ,10
462,2020.05.17 18:35,스토리는 괭장히 단순하지만 영화 시작부터 끝까지 긴장이 되는 연기와 연출은 정말 재미있었습니다. 단순한 스토리에 실망 하실 수도 있지만 연기와 연출이 충분히 커버쳐주고도 남아서 진짜 재미있게 봤어요.,9
463,2020.05.17 18:25,,10
464,2020.05.17 17:52,실화와 역사가 녹아 마음 깊이 뜨거워진다.,10
465,2020.05.17 17:13,나까지 심장이 두근거린다 ㅋㅋ,7
466,2020.05.17 15:26,교도관 츤데레.. ..ㅋㅋㄱㄱ,8
467,2020.05.17 15:06,긴장감 속 숨은 교훈.평등을 위한 그들의 투쟁 respect.,10
468,2020.05.17 14:51,코로나 시대에 방탈출 하는 기분!,10
469,2020.05.17 14:50,12세라고 만만히 봤다가 내내 긴장하면서 봤음 ㅎㅎ?? 긴장감 있게 잘봤습니다,9
470,2020.05.17 13:44,쫄깃쫄깃 우동면발 같은 실화극!,8
471,2020.05.17 13:10,쫄보라서 2시간동안 긴장하면서 봤어요 근데 탈출하는걸 너무 쉽게하는 느낌...? 그래서 좀 아쉬웠지만 그래도 정말 재밌게 봤습니다,9
472,2020.05.17 09:02,조마조마한 느낌을 오랜만에 받았다. 당시 사회상을 조금이나마 알 수 있었던 의미있는 영화^^,10
473,2020.05.17 05:41,긴장감 넘치는 탈옥의 과정,7
474,2020.05.16 21:07,뻔한 스토리와 실화라서 결말이 예상되는 부분이 있음에도 긴장감 조절이 수준급이라 그런지 초반부터 끝까지 엄청난 몰입도를 보여줌 진짜 후반부 탈출씬 온 갖 몸은 다 꼰 상태로 쫄면서 본듯ㅋㅋㅋ,8
475,2020.05.16 20:26,애초에 실화바탕으로 제작한거라 재미를 추구하기보다는 전체적으로 긴장감과 배우들 연기력 위주로 본 것 같아요ㅎㅎ 전 좋아하는 배우가 나오기도 했고 긴장감이 잘 표현되어서 재밌게 봤습니다!,8
476,2020.05.16 19:58,,9
477,2020.05.14 23:26,"남아공 아파르트헤이트 시절을 배경으로 하는 영화, 긴장감있는 감옥 연출은 높게 평가합니다.",5
478,2020.05.14 22:06,특별하게 자극적인 장면도 없이 이렇게 몰입감 있는 탈출 영화는 오랜만..,7
479,2020.05.13 11:30,스릴있어서 너무 좋았는데 맘놓고 보기는 힘들었어요중간에 하 ㅅㅂ 언제탈출하냐 싶을정도로 ㅋㅋ와 개재밋어 정돈 아니고 돈아깝지않고 보길잘했다정도 입니다,9
480,2020.05.10 16:16,"와나 18 그렇게 애써 다 만들 필요없이 밤에는 건강도 안좋아보이는 할배 돼지 한마리만 돌아다니더만 숨지 말고 셋이서 뒷통수가격해서 죽이고 나가면 더 편했을텐데 셋다 착해보여야 해서 그렇게는 안했나보네 끝까지 쫄깃하긴 했다 중간에 살짝 지루하기도 했지만.,; 내용을 다 알고보는거니깐., ",6
481,2020.05.09 06:18,6점정도. 킬링타임용.,6
482,2020.05.08 16:11,해리포터와 프리토리아의 죄수,10
483,2020.05.08 01:58,"음,,,,타임킬링 약간 이하7점주고싶으나 고평가가 너무 많아 밸런스로 6점 드림",6
484,2020.05.08 01:02,큰 기대없이 본 영화인데 연출력이 딸려서 무지 아쉽긴했네요 해리포터가 연기를 못한건 아닌데... 영국에서 만든 영화라니 무언가 굉장히 아쉽긴 했지만남편과 오랫만에 시사회 초대받아 좋은 시간을 보냈고 덕분에 생소했던 인종차별이라던지 남아프티카공화국이라는 나라에 대한 궁금증이 생겼습니다.이런저런 자료도 찾아보고 언젠가는 폭포도 보고 케이프타운도 가보고 싶어 여행을 가보겠죠... 이 영화가 남아프리카 공화국에 대해 궁금증을 갖게 마중물 역할을 해준듯요 ,6
485,2020.05.07 15:09,???????????? ????????????????????????,9
486,2020.05.07 00:48,,8
487,2020.05.30 21:43,영화에 나오는 빡빡이 아저씨 끝나고 보니깐 해리포터와 마법사의 돌에 나온 퀴렐 교수였네요... 해리포터와 퀴렐 교수의 재만남 영화였네요,10
488,2020.05.30 21:25,,10
489,2020.05.30 13:26,실화라서 볼만햇고 스릴감도 적당히 있었다.지역 코로나 감염자 없는 줄알고 갔다가 텅빈 극장에서 혼자봤다. 아무도없는 기념촬영하고 집에와서 울었다.,10
490,2020.05.30 10:02,소심해서 보는 내내 심장쫄려 죽을뻔했네요 ㅌㅌㅌ 간만에 재미있는 영화봤네요. 연기 진짜 누무 잘해,10
491,2020.05.30 09:32,그동안 나왔던 탈출하는 영화랑 비교하고 보면 안되는 영화입니다.생각보다 평점이 너무 높네요. 다 보고나면 실화라는거에 만족하는 영화인듯,5
492,2020.05.30 05:34,진짜 긴장감 넘쳐요 보다가 지릴뻔 완전 재밌습니다 ^^!,9
493,2020.05.29 13:39,아직안봄아직안봄오늘볼거,10
494,2020.05.29 11:29,긴박감 넘치는 연출과 연기,9
495,2020.05.29 04:53,,10
496,2020.05.27 22:54,정말 오랜만에 다니엘 래드클리프가 연기한 영화를 보면서 해리포터 속 다니엘은 생각이 전혀 나지 않을만큼 훌륭한 연기와 스토리가 마치 영화 속 주인공이 된것마냥 대리 긴장할만큼 몰입감 좋았던 영화였어요!,10
497,2020.05.26 13:03,평론가 이 시키들은 영화를 발가락으로 보냐? 아니면 똥구멍으로 보냐? 평점을 낮게 주면 유능한 평론가라고 본다냐? 정신나간 것들..,10
498,2020.05.26 12:49,최근 본 영화중 최고~~,10
499,2020.05.26 01:52,볼 만한 영화 없었는데 오랜만에 재밌는 영화 봤네요~,10
500,2020.05.25 00:17,영화 내내 몰입감 개쩐다,10
501,2020.05.24 19:43,긴장감을 늦을수없음..,10
502,2020.05.24 14:16,정말 잘 만든 영화 강력 추천,10
503,2020.05.24 13:16,진짜 긴장하면서 본 영화입니다.올해에 본 영화 중에서 제일 재미있게 봤습니다.무서운거나 긴장감있는 거 싫어하시는 분들은 좀 무서우실 수도 있습니다.,9
504,2020.05.24 12:48,진짜 너무 무섭네요 그리고 두시간이 진짜 개빨리 지나감 다른 영화는 엉덩이도 아프고 그런데 이거는 진짜 시간 가는 줄 모르겠어요 개꿀잼 배우 케미도 젛아여,10
505,2020.05.24 00:03,간만에 영화보러 왔는데 재밌네요!동생이랑 심장 쫄깃해하면서 봤어요~평점이 8점대라니 이해가 잘안되네요,10
506,2020.05.23 23:33,가슴졸이며 잘봤어요~~마지막 장면 저도 통쾌하고  기쁘네요^^  실사판 주인공들이  대단하다고 느낍니다. 가슴뭉클,10
507,2020.05.23 23:22,재미있었어요 심장이 너무쫄려서 힘들었지만 생각을 하면서 동시에 정말 재미있게봤어요,8
508,2020.05.23 22:01,열쇠 만드는 거까지 보다가 졸려서 잠들었다 일어나보니 탈출해서 차타고 우아아아!,4
509,2020.05.23 19:56,쇼생크보단 못하지만 충분히 긴장이 있었다..실화라니 대단하다.,10
510,2020.05.23 19:18,프리즌브레이크 시즌1만큼 쫄깃했음! 해리포터는 연기 잘하는 배우로 잘크고 있어서 만족!!,10
511,2020.05.23 19:16,아슬아슬한 탈옥 실화 ㅎ,10
512,2020.05.23 12:14,정당성과 탈옥의 끈이 안보이니 긴장감이 없네요,4
513,2020.05.23 11:26,와.. 심장 쫄린다. 마지막 10분이 압권,10
514,2020.05.23 10:50,정말 쫄깃쫄깃하다,10
515,2020.05.23 02:24,영화가 끝나고도 딸깍딸깍 거리는 소리가 귀에서 계속 맴도는듯한,9
516,2020.05.22 23:26,처음부터 끝까지 긴장을 놓지 못하게 하네요 클라이막스에는 심장을 부여잡고 봤습니다,10
517,2020.05.22 20:22,걸릴까 조마조마했음..긴장감 백배스 ㅎㅎ,10
518,2020.05.22 08:42,뭔가 색다르게 마음 졸이면서 봤다ㅋㅋㅋ,10
519,2020.05.21 22:19,그냥 근래 개봉한 최신영화들중 가장 볼만함,10
520,2020.05.21 21:15,"탈출이야기도 좋지만, 이건 대사와 배경에도 설명해주듯이 아픈 인종차별의 역사를 품고있는 작품입니다.. 잊지않고 살겠습니다 아멘",10
521,2020.05.21 16:27,진짜 제목 그대로의 줄거리.. 열쇠를 이용한 탈옥이 전부인 영화. 높은 평점 받을 영화 아닌듯해서 1점줍니다,1
522,2020.05.21 16:07,킬링타임용. 소문에 속았네.,6
523,2020.05.21 09:49,심장이 쫄깃. 스토리는 후딱. 의미는 깊음.,9
524,2020.05.20 21:41,심장 쫄깃해짐... 몰입감 대박 ㅎㅎ 연기도 잘하규 마지막에 브금 짱좋음,10
525,2020.05.20 21:22,"너무 재밌었어요ㅠㅠ 진짜 간만에 영화다운영화가 나왔네요..이시기에 나온게 아쉽,,.",10
526,2020.05.20 14:42,"뻔했지만 시간가는줄 알고 봤고, 자꾸 극적인 상황을 만들기 위해 무리수를 많이 두려고 하는 모습때문에 오히려 몰입감은 떨어졌음. b급 킬링타임용임.",6
527,2020.05.15 20:29,아직 못봤는데 역대급이다! 정말 스릴 넘치고 오랜만에 재미있는 영화다,10
528,2020.05.14 00:52,진짜 시간가는줄 모르고 봤다. 몰입도나 긴장감은 최고. 끝날때까지 주먹 불끈쥐고 볼정도엿다. 하지만 인종차별 내용을 다룬데에 비해 메세지성이 부족하지 않았나 하는 생각이 들었다.,8
529,2020.05.10 01:18,실화라는게 진짜 놀랍다....여지껏 많은 탈옥실화가있었지만 진짜 이런방법으로 탈옥하는 실화는 앞으로도 절대없을듯 ㅋㅋㅋ연출 연기 다 진짜 대단하고 지루함 1분도없음....이런게 영화지 무조건추천...,10
530,2020.05.09 05:36,갸꿀잼,10
531,2020.05.08 21:10,"꼭 봐야한다는 할 수 없지만 킬링타임용으로는 좋다.음, 킬림타임용이지만 실화 영화, 그것도 인종차별에 대한 내용이 들어가다보니 영화가 약간 무거울 순 있으나영화 자체가 정치적인 색체나 인종차별에 초점을 두고 있지 않아 영화를 보고 난 후에 불편한 마음이 들지 않아 좋았다. ",10
532,2020.05.08 11:44,자칫 진부할수도 있는 탈옥소재를 실화를 기반으로 진짜 몰입감있게 연출해서 시간가는줄모르고 봤음.,7
533,2020.05.23 23:22,뻔한 내용이지만 긴장감을 잃지 않는 영화~,8
534,2020.05.20 21:01,눈을 뗄 수 없이 집중해서 봤어요 ㅋㅋ 실화라니!!!,8
535,2020.05.19 09:18,재미있었습니다 추천해요~~,9
536,2020.05.25 12:12,결말을 알아도 존잼이다 ㄷㄷ  쇼생크 뺨치네,10
537,2020.05.09 17:21,워낙볼게없으니 이게 볼만하다고 느껴질뿐. 마지막 십오분 제외하면 개지루.,7
538,2020.05.14 13:13,너무 뻔해 노잼댓글알바인거같음.. 보지마여,1
539,2020.05.18 00:06,심장이 쫄깃하고 조마조마하면서 봤네요 몰입도가 장난아님ㄷㄷ쇼생크 탈출 만큼은 아니지만 상당한 수작,9
540,2020.06.05 12:18,실화라니 놀랍네요. 다만 그래서인지 영화적 기발함은 조금 덜합니다.,4
541,2020.06.04 06:40,탈옥 소재 답게 실화기반 으로 해서 특별히 새로울건 없다 .즉 신선한 재미는 없다. 살짝 지루한 면이 있지만 그래도 탈옥 영화 나름 긴장감 있게 잘만듬,8
542,2020.06.01 12:16,이 영화의 장르는 ASMR입니다. 잘 만든 영화는 아니지만 재미있는 영화예요^^,6
543,2020.05.31 22:54,킬링타임용으론 좋았지만 탈출과정을 보면 결국 열쇠복사해서 탈출한게 거의 전부라서 그저 그랬어요.,6
544,2020.05.31 22:41,진짜 단 한 순간도 긴장을 늦출 수가 없다스토리는 별거 없지만 코로나 때문에 영화들 개봉 잘 안하는 현 시점에서는 가장 볼만 한 영화,9
545,2020.05.31 22:35,실화라는 단어 하나 때문에 봤다코로나 때문에 볼게 없어 봤다쇼생크탈출 기대하면서 봤다이번엔 해리포터 이미지 아니겠지 하면서 봤다관객 평점에 사기당했다,6
546,2020.05.31 19:26,꿀잼이었어요! ㅋㅋ 게임 하는 느낌도 나고,10
547,2020.05.28 15:33,나까지 긴장되게만드는 연출! 게다가 실화라니!!,7
548,2020.05.28 14:47,,10
549,2020.05.28 12:36,"프리즌 이스케이프관람인원성인 1명관람관1관예매일시2020년 5월 10일(일), 관람좌석예매금액결제내역네이버페이(신용카드) 지불금액15,500원",10
550,2020.05.28 11:51,"다니엘 연기가 장난 아닙니다, 배우로서 정말 잘 컸네용! 잔인하고 자극적이지 않은 소재로도 이런 긴장감을 줄 수 있단 게 놀랍습니다! 보는 내내 심장 쫄깃!",10
551,2020.05.27 22:04,"탈옥후에 다리위에서 나란히 순서대로 3명이서 뛰어갈 때, 보는 사람의 카타르시스를 느끼게해주는 영화네요",10
552,2020.05.27 11:25,나갈수만있다면 뭔들 못하랴,6
553,2020.05.27 09:16,스토리는 별거 없습니다. 하지만 이 영화의 특유의 그 긴장감 때문에라도 봐야 합니다만... 스토리가 이러게 해서 이러게 탈출했대요! 끝!이라서 많이 아쉽기는 해도 열쇠를 돌리거나 들킬 것 같은 장면에서의 긴장은!! 와... 그리고 비위 약하신 분은 화장실씬에서 조심하세요. 대형 지뢰가 있습니다! ,7
554,2020.05.27 08:10,껌 때문에 숨을 못 쉬었던 영화,10
555,2020.05.26 22:54,,10
556,2020.05.26 20:10,긴장감 엄청남실화라는것에 충격. ㄷ ㄷ,10
557,2020.05.26 18:21,,10
558,2020.05.26 13:56,와 대박 이게 실화라니.... 어찌 사람이 나무로 열쇠를 만들어서 감옥 문을 열고 감옥을 탈출하죠? ㄷㄷㄷ,10
559,2020.05.26 01:03,"실화라니, 대단하네요. 아주 잘 봤습니다.ㅎㅎ",10
560,2020.05.26 00:27,재밌음 ㅎㅎㅎ 연기 개쩔어^^,10
561,2020.05.25 20:09,오...쫄리는 맛...스케일 있는 영화가 아니라 안방용으로 보셔도 될듯...,8
562,2020.05.25 12:21,보기에 무난한 영화,6
563,2020.05.25 01:55,뚱뚱한 교도관 너무웃겨 ㅋㅋ,10
564,2020.05.25 01:48,,10
565,2020.05.25 01:01,우와~~최근 본 영화중에 최고인듯..이게 실화 리얼?우와~~아이들과 볼수 있는 영화가 이럴수 있다니강추 강추,10
566,2020.05.24 21:19,뭔가 집중되는데.. 희안하게... 근데 대단하네용,10
567,2020.05.24 14:28,세명다 탈출성공 ㅋㅋㅋ,10
568,2020.05.24 10:57,고전 탈출극 실화작품이나 나름 무난하게 풀어낸작품,6
569,2020.05.23 23:47,"인종 차별 장면이 적어서 아쉬웠고..무슨 교도소 경비가 이렇게 허술해? 죄수들은 다 착해서 갈등 구조 없고, 간수들은 바보고..해 뜬 새벽에 문 따면서 정문으로 탈출하는 건 신선했지만 극장에서 볼 정도는 아니다. 어...",6
570,2020.05.23 14:49,열쇠만 만들다 끝남ㅡㅡ,6
571,2020.05.23 13:36,,10
572,2020.05.22 19:28,은근히 재미는 있음. 킬타임 수준도 됨. 연기도 좋음.탈옥을 위해...,7
573,2020.05.22 02:07,너무 실화바탕이라 그런지 남한산성처럼 지루했어요 중간중간 긴장감 있고요,4
574,2020.05.21 19:40,근래 최고로 쫄깃했던 작품,10
575,2020.05.21 19:06,영화 배역 닥치는대로 하더니 결국 해냈다는 느낌.,10
576,2020.05.21 17:24,,10
577,2020.05.21 11:42,연기 장난없고 몰입도고 높고 연출이 신선했네요,10
578,2020.05.20 22:48,가벼운 킬링타임용 영화,7
579,2020.05.20 21:55,"그냥 감옥 탈출의 긴장감 느껴지는 영화. 역사적 배경이라고 깊은 스토리나 의미 전달이 좋거나도 아니고, 당연히 오락 영화도 아님. 그냥 사실적 배경에서 느껴지는 긴장감을 잘 표현한 영화. 보고나서 찝찝함은 없음.",7
580,2020.05.20 13:46,배경이 옛날이라 그런지 보안이 지나치게 허술하다는 생각에 좀 김빠지네요. 그래도 긴장감이나 갈등이 적절하고 미사여구 없이 담담하게 담아낸 것 같습니다.,7
